name,about,image_url,favorites,is_male,is_human,is_alien_or_creature,is_cyborg_or_robot,has_black_hair,has_blonde_hair,has_blue_hair,has_red_hair,wears_glasses,has_scar,wears_hat_or_mask,uses_swords,uses_guns,has_superpowers,can_fly,elemental_powers,is_student,is_captain_or_leader,is_villain_or_antagonist,is_intelligent,is_orphan,is_cold_or_stoic,is_pirate,is_ninja,is_detective_or_police,from_popular_shonen,is_isekai
Guts,"Eyes: brown
Hair: black, 
Height: 190cm (6'3""), 
Weight: 
Guts is the protagonist of the story. He is a tall, muscular man with a huge sword called the Dragon Slayer, a prosthetic left forearm that has a magnetic grip which also conceals a cannon. Guts is a tragic hero; he is born as one who may be able to struggle against Causality, but seemingly unable to affect it on a large scale.

Note: His name has often times been translated by some English scanlation groups as ""Gatts,"" or ""Gutts,"" or ""Gattsu."" However, the official translation provided to Dark Horse Comics by Kentaro Miura himself, is in fact, ""Guts.""",https://myanimelist.net/images/characters/13/284125.jpg,85889,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gintoki Sakata,"Age: 27, 29 (2 years arc)
Birthday: October 10 (Libra)
Height: 177 cm
Weight: 65 kg
Likes: sweets, alcohol, Shounen Jump, strawberry milk, pachinko
Dislikes: ghosts, horror stuff, dentist
Favorite quote: ""Then and now, what I protect has never changed.""
Occupation: Yorozuya/Odd Jobs

Gintoki is a samurai living in an era when samurai are no longer needed. To add to his troubles, oppressive aliens have moved in to invade planet Earth. Gintoki works taking on odd jobs alongside two kids: Kagura and Shinpachi. In the Joui war, he was known as the ""White Devil"" (Shiroyasha) due to his silver hair and white clothing he wore in battle, which, combined with his impressive capabilities as a swordsman, made him famous among his comrades and struck fear in the hearts of the Amanto.

Gintoki has naturally permed silver hair, which he blames for his lacking love-life. He has a big crush on the TV's news weather girl, Ketsuno. In fact, to date, the only time he is seen to have blushed is when he tries to make use of Sadaharu and Ketsuno's dog to get a chance to talk to her.(Though he later does with Tsukuyo as well when she discovers him shopping) Though several female characters have shown an interest in Gintoki, he usually does not show any response and merely puts up with them as annoyances.

Gintoki has two major obsessions in life. He is obsessed with sweet food such as parfaits, ice cream and cakes. His second obsession is reading the manga anthology magazine Weekly Shounen Jump. (Which, not coincidentally, is where Gintama is published). Gintoki will go to great lengths to get the latest Jump issue, to the point of reckless behavior. His Jump obsession makes him dream of being like other Jump heroes, including wishing that he had a ""Bankai"" similar to the characters of Bleach.

Despite his appearance and initial behavior, Gintoki has a great amount of pride for the old bushido code. He takes it upon himself to rescue or avenge not only his comrades and friends but also people he's barely acquainted with, be it a pit-fighter who was taking care of abandoned orphans or an Amanto who resembles a kappa.

Despite being a fearsome fighter with nearly unmatched skills, he avoids needless bloodshed after suffering the loss of most of his friends and allies during the Joui war.

(Source: Wikipedia, VS Battles Wiki, edited)",https://myanimelist.net/images/characters/15/241479.jpg,76246,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0
Eren Yeager,"Age: 15, 
Birthdate: March 30
Height: 170 cm (5'7"") -&gt; 183 cm (6'0"")
Weight: 63 kg (139 lbs) -&gt; 82 kg (181 lbs)
Affiliations: 104th Trainees Squad, Scouting Legion
Graduation rank: 5th

Eren is Shingeki no Kyojin's protagonist. His childhood friend, Mikasa, notes on numerous occasions that he acts on impulse without thinking things through, and she often pulls/carries/throws him when he starts fighting with others to protect him from himself. Along with Mikasa, he tends to spend his free time with their mutual friend, Armin.

His father is a doctor (whom is well respected by Hannes and potentially many more) whilst his mother is a housewife.




Note: Eren Yeager is the official English translation by Kodansha.",https://myanimelist.net/images/characters/10/216895.jpg,74191,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Kurisu Makise,"Age: 18
Birthdate: July 25 (Leo)
Blood type: A
Height: 160 cm
Weight: 45 kg

The female protagonist. Makise Kurisu is a research member in Victor Qondria University's Brain Research Program. Her age group matches that of third-year high schoolers, but she skipped a grade through America's educational system. She is also famous in America for writing thesis papers, part of which is covered in the news. Thanks to skipping a grade in America as a girl, she was envied by people around her, and ended up building a strong personality. She does not want to show weakness to others, so she always has a stern expression. However, she is very curious, and when she builds interest, she pokes into things. Occasionally, she has views that differ from regular opinions, such as, ""The experiment data is more important than the subject's privacy."" Rintarou often tells her, ""Hey, you've got a pretty good sense of being a Mad Scientist,"" but she is not one to agree to such things personally. She is a tsundere.

Rintarou has given her plenty of nicknames, in particular ""Christina"" (クリスティーナ) and ""Assistant"" (助手).",https://myanimelist.net/images/characters/12/492885.jpg,68446,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Itachi Uchiha,"Age: 17-18 (I); 21 (II)
Birthday: June 9th (Gemini)
Height: 175 cm (I); 178 cm (II)
Weight: 57 kg (I); 58 kg (II)
Blood Type: AB
Nature Type: Fire and Water
From: Konohagakure (Leaf)
Rank: S-class Missing-Nin
Registered Ninja #: 012110
Affiliation: Akatsuki
Ring: Shu (Red)
Finger Position: Right Ring
Partner: Hoshigaki Kisame
Favorite Foods: Rice balls (kelp), cabbage, Dango
Least Favorite Foods: Steak
Hobby: Visiting traditional Japanese cafés
First Manga Appearance: Ch. 139
First Anime Appearance: Ep. 80
Assignments Completed: 53 D-Rank, 152 C-Rank, 134 B-Rank, 0 A-Rank, 1 S-Rank
Famous Quote: Foolish little brother, if you wish to kill me, hate me, detest me, and survive in an unsightly way. Run, run and cling to life.

Background:
Itachi Uchiha is a missing-nin from Konohagakure, and a prominent member of Akatsuki, partnered with Kisame Hoshigaki. He is Sasuke Uchiha's older brother. 

Itachi is relatively popular among many fans of Naruto, often having ranked in the top ten in Shonen Jump magazine's popularity polls since his introduction. He was first ranked in the third character popularity poll ranked in 11th place. He was ranked 9th place during the fourth popularity poll, and 6th place in the fifth popularity poll. During the sixth popularity poll, he again was ranked in 11th place. In the last poll, he was ranked in 5th place.

Itachi was born into the Uchiha clan and was praised by all as the best of his generation - a genius above all others. Even by the standards of the battle-adept Uchiha clan, Itachi's prowess far outshined all others. However, not even his family, friends, or teachers could understand him. When he was only 4, Itachi had already witnessed countless lives lost due to the Third Great Shinobi World War, which emotionally traumatized him and turned him into a pacifist. At age 7, he graduated from the Ninja Academy at the top of his class after only one year, mastered the Sharingan at age 8, passed the Chunin Exams at age 10, and became ANBU Captain at age 13. According to Madara Uchiha, Itachi also had a lover, whom he killed during the Uchiha clan massacre.

He was praised highly by his father, who saw the family's future in Itachi, hence neglecting his other son - Itachi's younger brother, Sasuke. However, during this time Itachi showed great affection towards his little brother, Sasuke, and even encouraged his father to come to the Academy when Sasuke was enrolled, something their dad had otherwise forgotten, by saying that he would not go to an important mission, that would establish Itachi a place in the ANBU ranks, otherwise.


Personality:

As a member of Akatsuki, he possessed incredible self-control of his emotions. He constantly displayed an emotionless personality. He only showed surprise when opponents proved more powerful or skilled than he had expected, and even then he didn't lose his composure. He did not possess any arrogance, and fully justified any statements he made about his power, even complimenting his opponents at times on their abilities.

In addition to being an extremely powerful ninja, Itachi had equally impressive intelligence, and was shown to be very wise. He was exceedingly sharp and observant to any situation at hand, as he was rarely surprised or caught off guard. He also displayed great intuition, as he was almost never deceived and even then almost instantly realized the truth. Despite his status as a wanted criminal, and having murdered a significant portion of his family, Itachi took no enjoyment in violence or combat, instead preferring to avoid battle or, if this was not possible, end it as quickly as he could.

Itachi's only initial interest was in Akatsuki's goals, and his only loyalties appeared to be to the organization and its members, seeming to put the organization's success and secrecy before everything else. As such, Itachi got along with his partner, Kisame, much better than most other Akatsuki members did with their own partners. Kisame appeared to have a deep loyalty to Itachi, immediately doing as he instructed and constantly looking out for his well-being. Itachi treated all of his fellow Akatsuki members to this same, more respectful personality, although his courtesy was rarely returned by the other members.


Despite his status as an infamous shinobi, his appearance was not the most intimidating, apart from the intensity of his eyes. While living in Konoha, he would regularly have a gentle and caring look in his eyes, especially directed towards his younger brother. After joining Akatsuki, he would regularly have a stern look to them. He was a fairly tall shinobi, whose basic appearance was very much like the rest of his clan.

He, like all members of his clan, possessed dark grey eyes, and also had black hair that hung near his cheeks to frame his face. He also had the addition of a long ponytail in the back of his hair (which he obscured with his Akatsuki cloak after joining the organization). Being brothers, Itachi and Sasuke had a similar appearance, but with subtle differences. Itachi's hair color appeared slightly duller and with a softer flow to it, without the spiky style at the back. His skin was also slightly darker. Itachi's most distinguishing characteristics were the long pronounced creases under his eyes.

When he lived in Konoha, his casual clothes would consist of a black shirt with a large Uchiha clan symbol on the back of it, and black pants with a weapons pouch strapped to them. When on duty, he would wear the traditional ANBU uniform, although he was never shown wearing a mask. As a member of Akatsuki, he wore the traditional Akatsuki cloak, and usually kept the center of it buttoned down. After his cloak was incinerated by Sasuke's Kirin during their fight in Part II, it was revealed that he still wore his casual clothes underneath it. Like almost all members of Akatsuki, he wore the headband of his home village, Konoha, with a line gouged through it, to symbolize his broken ties with the village 
Abilities:
Since a young age, Itachi's intellect and talent showed their brilliance in everything he did, as even his teachers said his progress hardly required any help. In the few battles he had been seen in since the start of the series, Itachi was shown to be an incredibly powerful ninja, and easily one of the strongest in the Naruto series, as demonstrated by his ability to easily defeat Deidara, Sasuke, Kakashi Hatake, Kurenai Yuhi and Orochimaru (twice), who themselves are considered amongst the strongest ninjas in Naruto. Being a pacifist, Itachi did not actively take part in battle, typically only acting in self-defense.

Sharingan:
Being of the Uchiha Clan, and as noted by Kakashi, Itachi was a true successor of the Sharingan Eye. From a stationary position, he would study an opponent's movements with his Sharingan and respond accordingly, often with a genjutsu. He could cast a genjutsu by merely pointing at or looking at someone, and could similarly turn an opponent's genjutsu against them with Demonic Illusion: Mirror Heaven and Earth Change. Itachi had trained so much with his eyes that he had reached the stage where he could have his Sharingan activated the entire time, with minimal drain on his chakra levels. 

Mangekyo Sharingan:
Itachi possessed the Mangekyo Sharingan, which increased his already great power, and enabled him to use his most powerful techniques. With his left eye, he could use Tsukuyomi, a genjutsu that traps an opponent's mind in an illusionary world, torturing them for what seems like days in a matter of seconds.With his right eye he could use Amaterasu, a ninjutsu which allowed him to create a black flame that he could direct by moving his eye to burn through seemingly anything in its path, including fire itself. His final technique was Susanoo, a technique that manifested itself as a spectral being, labelled as the ""Raging God of Battle"" in the databook. It wielded the Totsuka Sword, an ethereal sword with the ability to seal anything it pierces into the gourd that serves as its hilt, and Yata's Mirror, a shield that can reflect any attack. Zetsu, a fellow Akatsuki member, stated that Itachi's mastery of the Sharingan, combined with the legendary weapons of Susanoo, made him invincible.


(Source: Naruto.com, Naruto Wikia)",https://myanimelist.net/images/characters/9/284122.jpg,67422,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1,0,1,0,1,0
Satoru Gojou,"Age: 28
Birthday: December 7, 1989
Height: 190 cm (6'3"")
Clan: Gojou Clan
Hair: White
Eyes: Light Blue
Grade: Special Grade
Abilities: Immense Strength, Immense Speed &amp; Reflexes, Tactical Intellect, High Skill, Immense Cursed Energy, Infinity, Cursed Technique Lapse: Blue, Cursed Technique Reversal: Red, Cursed Technique Hollow: Purple, Six Eyes, Limitless, Domain Expansion: Infinite Void.

Satoru Gojou is the first-year teacher at Tokyo Metropolitan Magic Technical College.

When interacting with his students and friends, he is known to be quite playful and carefree. However, toward his enemies, he has shown to be quite cruel and rebellious. He is also very confident in his abilities and reputation as a powerful sorcerer.



(Source: Jujutsu Kaisen Wiki, edited)",https://myanimelist.net/images/characters/15/422168.jpg,63572,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Mikasa Ackerman,"Age: 15, 
Birthdate: February 10
Height: 170 cm (5'7"") -&gt; 176 cm (5'9"")
Weight: 68 kg (150 lbs) -&gt; 70 kg (154 lbs)
Affiliations: 104th Trainees Squad, Scouting Legion
Graduation rank: 1st

Mikasa is Eren's childhood friend, along with Armin. Mikasa shares an unbreakable bond with Eren following events in their past, and rushes to protect him whenever he is in danger. Mikasa possesses impressive fighting skill and strength even as a child.

As a teen, Mikasa is considered a genius among all the army trainees and is incredibly skilled at combat and agility. She constantly worries for Eren's well-being and lives to protect him.",https://myanimelist.net/images/characters/9/215563.jpg,56724,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Ken Kaneki,"Age: 18 (Pre-Aogiri), 19 (Post-Aogiri), 
Birthday: December 20
Height: 169 cm (Pre-Aogiri), 169.5 cm (Post-Aogiri), 170 cm (Tokyo Ghoul:re)
Weight: 55 kg (Pre-Aogiri), 58 kg (Post-Aogiri)
Blood type: AB
Rc Type: Rinkaku
Likes: reading, clean words, intellectual women, hamburgers

Originally born as a human, his encounter with a female ghoul under the name of Kamishiro Rize forced him to undergo emergency surgery procedures after his assault by her. Cunning and manipulative, Rize uses her charms and Kaneki's attraction toward her as a means of getting her next ""meal."" After the attack, Kaneki is rushed to the hospital in a half-dead state with Rize. A doctor of the name Kanou, who secretly experiments with ghouls, humans, and half-ghouls, transplants what Kaneki believes to be a kidney into his body as a means of saving his life in the dire situation. Soon he learns that he had part of Rize's kagune transplanted into him, becoming the first of many human-ghoul experiments Kanou will conduct.

Due to the unnatural abundance of RC Cells now present in his body because of Rize's kagune, Kaneki loses the ability to stomach human food, often getting sick or vomiting when ingesting any, and gains the powers of regeneration and kagune usage as a result. Because of his morals and attachment to humanity, Kaneki refuses to consume human beings as a means to sustain himself, even when the meat is obtained through non-violent means, rather he consumes large amounts of coffee, and, when absolutely necessary, will cannibalize other ghouls.

Later, he joins with several ghouls, Banjou and Tsukiyama Shuu, in order to reduce the number of ghouls that cause havoc in the world to make the lives of humans better. Due to the nature of his ghoul mask and physical features, Kaneki earns himself the name ""One-Eye"" among the ghoul-community, and eventually ""Centipede"" when his kagune takes the form of one after he is put under immense stress, pressure, and anxiety. The CCG eventually dub him to be an SS-Rated ghoul.



Tokyo Ghoul:re


(Source: Tokyo Ghoul Wiki)",https://myanimelist.net/images/characters/15/307255.jpg,54714,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Hachiman Hikigaya,"Age: 17
Birthdate: August 8
Hair color: Black
Eye color: Grey
Blood type: A
Occupation: high school student, member of Service Club
Affiliation: Sobu High School

Hachiman is the story's main protagonist, an isolated, friendless boy who is pragmatic to a fault. His most prominent feature is his set of ""dead fish-eyes."" He firmly believes that ""youth"" is simply an illusion created by hypocrites, for hypocrites, born from the ashes of past failures. In this state of apparent corruption, he is coerced into joining the Service Club by his futures advisor in the hopes that exposing him to the world will change his personality, and ultimately make him a ""better person."" He is called ""Hikki"" affectionately by Yui.

(Source: Vistrans, Yahari Wikia)",https://myanimelist.net/images/characters/4/203555.jpg,53094,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Kakashi Hatake,"Age: 26–27 (Part I); 29–31 (Part II)
Birthday: September 15
Horoscope: Virgo
Blood type: O
Height: 5""11""
Weight: 67.5 kg 
Hair: Silver
Eyes: Grey, Sharingan
Rank: Jonin, Former ANBU, 
Likes: Icha-Icha series, Broiled Saury with salt, Miso soup with eggplant
Dislikes: Anything sweet
Quote: (from Obito) ""A shinobi who violates the rules is scum, but a shinobi who abandons their friends is worse than scum.""

Major Background Spoilers

Kakashi has an ongoing, albeit slightly one-sided, rivalry with Might Guy, with Guy constantly proclaiming that Kakashi is his rival, and considering his and Kakashi's subordinates rivals. Kakashi, however, seems indifferent to their rivalry, which annoys Guy to no end. Guy randomly challenges Kakashi to contests of skill, and Kakashi has acquired a record of 49 wins and 50 losses in doing so. Given that the contests that make up this figure are so varied (ranging from Rock, Paper, Scissors to sumo-wrestling), this is not much of an achievement on Guy's part. Nevertheless, Guy is proud of his record.

Though he evasively says that he has ""many hobbies"" when asked about himself, he is commonly seen reading of ""Icha Icha Paradise"" (イチャイチャパラダイス, Icha Icha Paradaisu, literally ""Make Out Paradise""), an adult and probably pornographic novel authored by Jiraiya that is a runaway bestseller in the Naruto world. Kakashi most prominently reads it while training and speaking with his team, and is later seen reading the second known volume in the series, ""Icha Icha Violence"" (イチャイチャバイオレンス, Icha Icha Baiorensu, literally ""Make Out Violence""). In Part II Naruto gives him the new ""Icha Icha Tactics"" (イチャイチャタクティクス, Icha Icha Takutikusu, literally ""Make Out Tactics"").

Kakashi's Sharingan eye gives him a significant advantage in battle, as he can copy enemy techniques and use them as his own, as well as track and predict his opponent's movements flawlessly. Because it is a transplanted eye, his Sharingan eye is always active. While this would not be much of a problem for an Uchiha, his non-Uchiha blood causes it to use much more chakra than it should. Because of this, he covers it with his headband and only utilizes it in the most dangerous battles. Kakashi's use of the Sharingan is as good as that of Itachi Uchiha, though the aforementioned handicaps brought about by the nature of his eye make him somewhat weaker in comparison. In Part II Kakashi is able to develop his own Mangekyo Sharingan. With his variant he is able to manipulate space-time to conduct long range attacks, and in its two uses has been capable of severing another's arms and otherwise sending things to different dimensions. Much like the standard Sharingan, the Mangekyo Sharingan tires Kakashi considerably, and after using it only three times he was hospitalized for a week due to its chakra usage.

With his Sharingan Kakashi has been able to copy more than one thousand jutsu, giving him the nickname ""Copy Ninja Kakashi"". As a result, Kakashi's arsenal most prominently features ninjutsu abilities and has led to him becoming a specialist in the field. Many of the jutsu he has been seen copying in the series are water-based attacks, though most of these he only uses against the person he copies them from. He does, however, use Water Release: Water Encampment Wall on occasion as a way to block attacks. He less frequently uses other elemental attacks such as Fire Release: Great Fireball Technique to attack opponents or Earth Release: Inner Decapitation Technique (土遁・心中斬首の術, Doton: Shinjū Zanshu no Jutsu, Viz ""Groundhog Technique Decapitation"", English TV ""Headhunter Jutsu"") to pull opponents below ground and immobilize them. He can also create shadow clones, though because he lacks Naruto's chakra reserves, he exercises the ability with caution, rarely creating more than one at a time.

While Kakashi specializes in the use of ninjutsu due to his Sharingan he is fairly adept with other jutsu types, though his use of them is rarely seen. Demonic Illusion: Hell Viewing Technique (魔幻・奈烙見の術, Magen: Narakumi no Jutsu) causes his opponent to see what they would find a horrifying vision, keeping them preoccupied until they can overcome the illusion. A Thousand Years of Pain (death in english dub) (千年殺し, Sennen Goroshi) consists of Kakashi forcefully plunging his index and middle fingers into an opponent's rectum. While only capable of launching the opponent humorous distances in typical uses, the fingers can be replaced with kunai attached with exploding tags to actually do damage to the person one is attacking.

When he was younger, Kakashi was taught how to use the Rasengan by the Fourth Hokage. Because the Rasengan is meant to have the user's chakra nature mixed with it, Kakashi attempted to add his lightning-based chakra to it, though was ultimately unsuccessful. In time he instead created the Chidori, his only original jutsu. After the jutsu's initial creation, Kakashi was unable to use the Chidori to its full potential as the sheer speed of the attack left his normal eyes unable to see any form of an enemy counterattack. After acquiring the Sharingan, however, he was able to overcome this shortcoming. Through repeated use and increased proficiency with it, Kakashi's Chidori has been upgraded and renamed to the Lightning Blade due to him having cut through a bolt of lightning with it.",https://myanimelist.net/images/characters/7/284129.jpg,48906,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0
